t ch1 ch2 ch3
1157 0.00e+00 4.00e-04 -2.72e+01
1158 1.20e-03 0.00e+00 -2.64e+01
1159 0.00e+00 4.00e-04 -2.80e+01
1160 1.20e-03 0.00e+00 -2.72e+01
1161 0.00e+00 4.00e-04 -2.64e+01
1162 1.20e-03 0.00e+00 -2.64e+01
1163 0.00e+00 4.00e-04 -2.72e+01
1164 1.20e-03 4.00e-04 -2.72e+01
1165 0.00e+00 0.00e+00 -2.48e+01
1166 1.20e-03 4.00e-04 -2.56e+01
1167 0.00e+00 0.00e+00 -2.48e+01
1168 0.00e+00 0.00e+00 -2.56e+01
1169 1.20e-03 4.00e-04 -2.48e+01
1170 0.00e+00 0.00e+00 -2.56e+01
1171 1.60e-03 4.00e-04 -2.40e+01
1172 1.20e-03 0.00e+00 -2.40e+01
1173 0.00e+00 4.00e-04 -2.48e+01
1174 0.00e+00 4.00e-04 -2.40e+01
1175 1.20e-03 0.00e+00 -2.48e+01
1176 4.00e-04 0.00e+00 -2.48e+01
1177 1.60e-03 4.00e-04 -2.24e+01
1178 1.20e-03 4.00e-04 -2.32e+01
1179 0.00e+00 0.00e+00 -2.24e+01
1180 1.20e-03 0.00e+00 -2.32e+01
1181 0.00e+00 4.00e-04 -2.24e+01
1182 1.20e-03 0.00e+00 -2.32e+01
1183 0.00e+00 4.00e-04 -2.16e+01
1184 1.20e-03 0.00e+00 -2.24e+01
1185 0.00e+00 4.00e-04 -2.16e+01
1186 1.20e-03 4.00e-04 -2.24e+01
1187 4.00e-04 0.00e+00 -2.16e+01
1188 0.00e+00 0.00e+00 -2.24e+01
1189 1.20e-03 4.00e-04 -2.00e+01
1190 1.20e-03 0.00e+00 -2.08e+01
1191 0.00e+00 6.00e-04 -2.00e+01
1192 0.00e+00 2.00e-04 -2.08e+01
1193 1.20e-03 6.00e-04 -2.00e+01
1194 1.20e-03 6.00e-04 -2.08e+01
1195 0.00e+00 2.00e-04 -1.92e+01
1196 1.20e-03 6.00e-04 -1.92e+01
1197 0.00e+00 2.00e-04 -2.00e+01
1198 1.20e-03 2.00e-04 -1.92e+01
1199 0.00e+00 8.00e-04 -2.00e+01
